,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,date,state,fips,cases,deaths
2305,-40.0,-15.0,-29.0,-38.0,-32.0,12.0,2020-04-18,Arizona,4,4719,181
2306,-25.0,-1.0,36.0,-20.0,-19.0,7.0,2020-04-18,Arkansas,5,1777,38
2307,-59.0,-18.0,-47.0,-50.0,-35.0,17.0,2020-04-18,California,6,30829,1146
2308,-47.0,-22.0,-29.0,-53.0,-36.0,15.0,2020-04-18,Colorado,8,9433,409
2309,-51.0,-24.0,-12.0,-59.0,-38.0,17.0,2020-04-18,Connecticut,9,17550,1086
2310,-45.0,-23.0,-27.0,-49.0,-35.0,15.0,2020-04-18,Delaware,10,2538,67
2311,-70.0,-31.0,-69.0,-71.0,-47.0,18.0,2020-04-18,District of Columbia,11,2666,91
2312,-49.0,-25.0,-60.0,-62.0,-38.0,15.0,2020-04-18,Florida,12,25484,747
2313,-36.0,-10.0,9.0,-47.0,-31.0,12.0,2020-04-18,Georgia,13,17014,670
2314,-55.0,-30.0,-63.0,-72.0,-44.0,17.0,2020-04-18,Hawaii,15,568,9
2315,-33.0,-6.0,73.0,-22.0,-29.0,8.0,2020-04-18,Idaho,16,1668,44
2316,-42.0,-7.0,21.0,-40.0,-32.0,13.0,2020-04-18,Illinois,17,29160,1272
2317,-35.0,-6.0,78.0,-22.0,-31.0,11.0,2020-04-18,Indiana,18,10730,633
2318,-38.0,4.0,84.0,-22.0,-23.0,10.0,2020-04-18,Iowa,19,2513,74
2319,-39.0,-12.0,93.0,-22.0,-26.0,11.0,2020-04-18,Kansas,20,1820,86
2320,-34.0,-3.0,67.0,-29.0,-29.0,9.0,2020-04-18,Kentucky,21,2707,145
2321,-43.0,-12.0,-46.0,-47.0,-31.0,14.0,2020-04-18,Louisiana,22,23580,1267
2322,-46.0,-22.0,-14.0,-56.0,-32.0,13.0,2020-04-18,Maine,23,847,32
2323,-45.0,-19.0,-14.0,-50.0,-37.0,16.0,2020-04-18,Maryland,24,12379,534
2324,-59.0,-33.0,-44.0,-70.0,-45.0,19.0,2020-04-18,Massachusetts,25,36372,1560
2325,-53.0,-21.0,59.0,-49.0,-40.0,15.0,2020-04-18,Michigan,26,30718,2307
2326,-43.0,-11.0,66.0,-48.0,-31.0,13.0,2020-04-18,Minnesota,27,2213,121
2327,-29.0,-5.0,-11.0,-29.0,-26.0,10.0,2020-04-18,Mississippi,28,3974,152
2328,-37.0,-6.0,55.0,-27.0,-27.0,10.0,2020-04-18,Missouri,29,5517,194
2329,-42.0,-7.0,8.0,-28.0,-32.0,10.0,2020-04-18,Montana,30,426,10
2330,-33.0,-5.0,62.0,-12.0,-21.0,10.0,2020-04-18,Nebraska,31,1348,28
2331,-47.0,-17.0,-51.0,-53.0,-51.0,16.0,2020-04-18,Nevada,32,3626,155
2332,-49.0,-27.0,-37.0,-58.0,-37.0,15.0,2020-04-18,New Hampshire,33,1342,38
2333,-64.0,-27.0,-43.0,-68.0,-44.0,19.0,2020-04-18,New Jersey,34,81420,4070
2334,-42.0,-14.0,-22.0,-31.0,-32.0,13.0,2020-04-18,New Mexico,35,1798,53
2335,-65.0,-25.0,-40.0,-67.0,-45.0,18.0,2020-04-18,New York,36,240542,17141
2336,-36.0,-10.0,10.0,-45.0,-30.0,11.0,2020-04-18,North Carolina,37,6140,175
2337,-43.0,-10.0,12.0,-36.0,-23.0,13.0,2020-04-18,North Dakota,38,528,9
2338,-38.0,-10.0,79.0,-26.0,-32.0,12.0,2020-04-18,Ohio,39,10222,451
2339,-30.0,-4.0,19.0,-17.0,-26.0,10.0,2020-04-18,Oklahoma,40,2570,139
2340,-45.0,-17.0,-12.0,-41.0,-34.0,12.0,2020-04-18,Oregon,41,1844,72
2341,-49.0,-19.0,-13.0,-49.0,-36.0,15.0,2020-04-18,Pennsylvania,42,31742,1150
2342,-54.0,-26.0,-41.0,-68.0,-41.0,17.0,2020-04-18,Rhode Island,44,4491,137
2343,-34.0,-7.0,-12.0,-33.0,-29.0,10.0,2020-04-18,South Carolina,45,4246,119
2344,-37.0,-1.0,65.0,-25.0,-26.0,11.0,2020-04-18,South Dakota,46,1541,7
2345,-33.0,-4.0,2.0,-28.0,-27.0,9.0,2020-04-18,Tennessee,47,6624,148
2346,-41.0,-17.0,-43.0,-42.0,-31.0,14.0,2020-04-18,Texas,48,18927,487
2347,-38.0,-14.0,48.0,-36.0,-28.0,11.0,2020-04-18,Utah,49,2942,25
2348,-54.0,-31.0,10.0,-62.0,-41.0,13.0,2020-04-18,Vermont,50,803,36
2349,-43.0,-14.0,-13.0,-48.0,-33.0,14.0,2020-04-18,Virginia,51,8053,258
2350,-47.0,-18.0,-8.0,-48.0,-38.0,13.0,2020-04-18,Washington,53,11850,629
2351,-36.0,-13.0,-8.0,-27.0,-29.0,10.0,2020-04-18,West Virginia,54,825,18
2352,-42.0,-10.0,85.0,-27.0,-27.0,12.0,2020-04-18,Wisconsin,55,4199,212
2353,-32.0,-7.0,24.0,-4.0,-24.0,9.0,2020-04-18,Wyoming,56,412,2
2354,-45.0,-24.0,-44.0,-45.0,-37.0,12.0,2020-04-19,Alabama,1,4903,160
2355,-28.0,-11.0,44.0,-51.0,-28.0,7.0,2020-04-19,Alaska,2,317,7
2356,-38.0,-16.0,-15.0,-42.0,-34.0,9.0,2020-04-19,Arizona,4,4929,188
2357,-31.0,-12.0,-26.0,-34.0,-29.0,9.0,2020-04-19,Arkansas,5,1781,39
2358,-59.0,-21.0,-39.0,-52.0,-37.0,14.0,2020-04-19,California,6,31544,1176
2359,-43.0,-20.0,1.0,-55.0,-38.0,12.0,2020-04-19,Colorado,8,9730,421
2360,-41.0,-23.0,73.0,-55.0,-34.0,11.0,2020-04-19,Connecticut,9,17962,1127
2361,-42.0,-21.0,26.0,-53.0,-37.0,11.0,2020-04-19,Delaware,10,2538,67
2362,-67.0,-33.0,-48.0,-71.0,-48.0,15.0,2020-04-19,District of Columbia,11,2793,96
2363,-48.0,-23.0,-52.0,-64.0,-40.0,13.0,2020-04-19,Florida,12,26306,773
2364,-50.0,-27.0,-58.0,-62.0,-42.0,14.0,2020-04-19,Georgia,13,17619,682
2365,-56.0,-32.0,-62.0,-75.0,-46.0,15.0,2020-04-19,Hawaii,15,574,10
2366,-21.0,-2.0,138.0,-26.0,-34.0,6.0,2020-04-19,Idaho,16,1672,45
2367,-43.0,-16.0,53.0,-48.0,-36.0,11.0,2020-04-19,Illinois,17,30357,1302
2368,-36.0,-14.0,64.0,-31.0,-34.0,9.0,2020-04-19,Indiana,18,11301,652
2369,-31.0,2.0,135.0,-29.0,-27.0,7.0,2020-04-19,Iowa,19,2915,75
2370,-30.0,-15.0,72.0,-23.0,-31.0,8.0,2020-04-19,Kansas,20,1897,94
2371,-36.0,-11.0,26.0,-38.0,-33.0,9.0,2020-04-19,Kentucky,21,2960,149
2372,-44.0,-17.0,-40.0,-55.0,-35.0,12.0,2020-04-19,Louisiana,22,23928,1296
2373,-31.0,-10.0,102.0,-47.0,-27.0,7.0,2020-04-19,Maine,23,867,34
2374,-45.0,-20.0,40.0,-51.0,-40.0,13.0,2020-04-19,Maryland,24,12892,548
2375,-45.0,-25.0,62.0,-62.0,-39.0,12.0,2020-04-19,Massachusetts,25,38077,1706
2376,-50.0,-24.0,80.0,-54.0,-41.0,11.0,2020-04-19,Michigan,26,31349,2389
2377,-39.0,-13.0,92.0,-55.0,-34.0,10.0,2020-04-19,Minnesota,27,2356,134
2378,-42.0,-22.0,-39.0,-41.0,-36.0,12.0,2020-04-19,Mississippi,28,4274,159
2379,-32.0,-10.0,41.0,-34.0,-31.0,8.0,2020-04-19,Missouri,29,5667,196
2380,-36.0,-8.0,44.0,-31.0,-32.0,7.0,2020-04-19,Montana,30,433,10
2381,-31.0,-10.0,57.0,-19.0,-25.0,8.0,2020-04-19,Nebraska,31,1473,28
2382,-46.0,-19.0,-33.0,-60.0,-52.0,13.0,2020-04-19,Nevada,32,3710,158
2383,-37.0,-23.0,82.0,-45.0,-33.0,9.0,2020-04-19,New Hampshire,33,1392,41
2384,-62.0,-28.0,1.0,-67.0,-42.0,15.0,2020-04-19,New Jersey,34,85301,4202
2385,-37.0,-13.0,-10.0,-34.0,-32.0,10.0,2020-04-19,New Mexico,35,1845,55
2386,-62.0,-26.0,11.0,-64.0,-43.0,14.0,2020-04-19,New York,36,246741,17793
2387,-38.0,-15.0,-10.0,-54.0,-36.0,10.0,2020-04-19,North Carolina,37,6493,183
2388,-38.0,-12.0,51.0,-39.0,-26.0,9.0,2020-04-19,North Dakota,38,585,10
2389,-38.0,-16.0,90.0,-35.0,-34.0,9.0,2020-04-19,Ohio,39,11602,471
2390,-31.0,-12.0,2.0,-25.0,-32.0,9.0,2020-04-19,Oklahoma,40,2599,140
2391,-38.0,-14.0,16.0,-41.0,-36.0,9.0,2020-04-19,Oregon,41,1910,74
2392,-45.0,-20.0,71.0,-49.0,-36.0,11.0,2020-04-19,Pennsylvania,42,32992,1285
2393,-38.0,-22.0,53.0,-58.0,-35.0,11.0,2020-04-19,Rhode Island,44,4706,150
2394,-41.0,-16.0,-48.0,-40.0,-37.0,11.0,2020-04-19,South Carolina,45,4377,120
2395,-34.0,-7.0,65.0,-34.0,-28.0,9.0,2020-04-19,South Dakota,46,1635,7
2396,-38.0,-13.0,-31.0,-44.0,-36.0,10.0,2020-04-19,Tennessee,47,6824,151
2397,-42.0,-22.0,-44.0,-49.0,-36.0,13.0,2020-04-19,Texas,48,19441,503
2398,-33.0,-14.0,40.0,-45.0,-39.0,9.0,2020-04-19,Utah,49,3071,27
2399,-48.0,-26.0,50.0,-63.0,-39.0,9.0,2020-04-19,Vermont,50,812,36
2400,-40.0,-15.0,22.0,-53.0,-36.0,11.0,2020-04-19,Virginia,51,8536,277
2401,-37.0,-17.0,17.0,-47.0,-37.0,10.0,2020-04-19,Washington,53,11864,637
2402,-31.0,-10.0,40.0,-24.0,-30.0,7.0,2020-04-19,West Virginia,54,890,20
2403,-39.0,-16.0,112.0,-36.0,-30.0,9.0,2020-04-19,Wisconsin,55,4346,222
2404,-30.0,-14.0,7.0,-20.0,-28.0,8.0,2020-04-19,Wyoming,56,422,2
2405,-23.0,-6.0,13.0,-25.0,-39.0,14.0,2020-04-20,Alabama,1,5078,164
2406,-25.0,-9.0,7.0,-44.0,-40.0,15.0,2020-04-20,Alaska,2,319,7
2407,-33.0,-16.0,-13.0,-39.0,-46.0,16.0,2020-04-20,Arizona,4,5064,191
2408,-16.0,-2.0,35.0,-20.0,-34.0,12.0,2020-04-20,Arkansas,5,1971,42
2409,-54.0,-19.0,-34.0,-53.0,-50.0,21.0,2020-04-20,California,6,33862,1223
2410,-37.0,-19.0,27.0,-51.0,-49.0,18.0,2020-04-20,Colorado,8,10106,448
2411,-39.0,-19.0,17.0,-52.0,-50.0,21.0,2020-04-20,Connecticut,9,19815,1331
2412,-37.0,-21.0,-13.0,-45.0,-48.0,19.0,2020-04-20,Delaware,10,2745,72
2413,-62.0,-34.0,-55.0,-76.0,-68.0,28.0,2020-04-20,District of Columbia,11,2927,105
2414,-44.0,-25.0,-54.0,-58.0,-46.0,19.0,2020-04-20,Florida,12,27050,822
2415,-31.0,-12.0,-4.0,-51.0,-46.0,18.0,2020-04-20,Georgia,13,18447,767
2416,-51.0,-29.0,-65.0,-67.0,-47.0,21.0,2020-04-20,Hawaii,15,578,10
2417,-21.0,-4.0,110.0,-23.0,-37.0,11.0,2020-04-20,Idaho,16,1736,48
2418,-37.0,-14.0,13.0,-51.0,-50.0,19.0,2020-04-20,Illinois,17,31508,1359
2419,-25.0,-9.0,66.0,-22.0,-44.0,16.0,2020-04-20,Indiana,18,11784,666
2420,-31.0,-2.0,77.0,-24.0,-39.0,15.0,2020-04-20,Iowa,19,3175,79
2421,-30.0,-13.0,85.0,-24.0,-42.0,15.0,2020-04-20,Kansas,20,2030,101
2422,-25.0,-6.0,53.0,-31.0,-43.0,16.0,2020-04-20,Kentucky,21,3050,155
2423,-31.0,-11.0,-8.0,-41.0,-40.0,16.0,2020-04-20,Louisiana,22,24523,1328
2424,-31.0,-13.0,35.0,-48.0,-48.0,16.0,2020-04-20,Maine,23,875,35
2425,-39.0,-22.0,0.0,-56.0,-54.0,23.0,2020-04-20,Maryland,24,13750,582
2426,-45.0,-25.0,5.0,-72.0,-62.0,25.0,2020-04-20,Massachusetts,25,39643,1809
2427,-44.0,-20.0,52.0,-50.0,-58.0,22.0,2020-04-20,Michigan,26,31929,2466
2428,-38.0,-16.0,22.0,-57.0,-48.0,20.0,2020-04-20,Minnesota,27,2470,143
2429,-18.0,-4.0,0.0,-24.0,-36.0,13.0,2020-04-20,Mississippi,28,4512,169
2430,-29.0,-8.0,41.0,-32.0,-44.0,16.0,2020-04-20,Missouri,29,5807,201
2431,-28.0,-2.0,72.0,-26.0,-37.0,11.0,2020-04-20,Montana,30,433,12
2432,-24.0,-6.0,62.0,-16.0,-38.0,15.0,2020-04-20,Nebraska,31,1646,33
2433,-42.0,-18.0,-38.0,-54.0,-51.0,19.0,2020-04-20,Nevada,32,3830,163
2434,-32.0,-18.0,47.0,-49.0,-47.0,19.0,2020-04-20,New Hampshire,33,1447,42
2435,-58.0,-24.0,-18.0,-67.0,-59.0,26.0,2020-04-20,New Jersey,34,88806,4377
2436,-30.0,-9.0,1.0,-30.0,-45.0,16.0,2020-04-20,New Mexico,35,1971,58
2437,-59.0,-23.0,-19.0,-68.0,-59.0,25.0,2020-04-20,New York,36,251608,18412
2438,-34.0,-14.0,-11.0,-50.0,-44.0,18.0,2020-04-20,North Carolina,37,6764,187
2439,-34.0,-15.0,11.0,-33.0,-34.0,16.0,2020-04-20,North Dakota,38,627,13
2440,-30.0,-11.0,93.0,-27.0,-46.0,17.0,2020-04-20,Ohio,39,12919,509
2441,-20.0,-6.0,27.0,-18.0,-40.0,14.0,2020-04-20,Oklahoma,40,2680,143
2442,-31.0,-11.0,47.0,-40.0,-46.0,15.0,2020-04-20,Oregon,41,1956,75
2443,-41.0,-21.0,20.0,-54.0,-51.0,20.0,2020-04-20,Pennsylvania,42,34005,1366
2444,-37.0,-21.0,18.0,-66.0,-50.0,20.0,2020-04-20,Rhode Island,44,5090,155
2445,-30.0,-11.0,-25.0,-33.0,-40.0,16.0,2020-04-20,South Carolina,45,4439,124
2446,-28.0,-4.0,54.0,-20.0,-35.0,15.0,2020-04-20,South Dakota,46,1685,7
2447,-25.0,-7.0,3.0,-30.0,-40.0,15.0,2020-04-20,Tennessee,47,6994,156
2448,-33.0,-16.0,-15.0,-42.0,-45.0,18.0,2020-04-20,Texas,48,20035,523
2449,-27.0,-10.0,57.0,-41.0,-46.0,17.0,2020-04-20,Utah,49,3213,28
2450,-40.0,-23.0,32.0,-50.0,-53.0,19.0,2020-04-20,Vermont,50,816,37
2451,-38.0,-19.0,-11.0,-54.0,-48.0,21.0,2020-04-20,Virginia,51,8989,300
2452,-34.0,-14.0,33.0,-53.0,-53.0,19.0,2020-04-20,Washington,53,12255,661
2453,-26.0,-10.0,16.0,-26.0,-41.0,14.0,2020-04-20,West Virginia,54,908,26
2454,-38.0,-18.0,50.0,-33.0,-43.0,18.0,2020-04-20,Wisconsin,55,4499,231
2455,-22.0,-5.0,37.0,-12.0,-33.0,12.0,2020-04-20,Wyoming,56,426,2
2456,-23.0,-4.0,18.0,-23.0,-38.0,15.0,2020-04-21,Alabama,1,5327,186
2457,-27.0,-10.0,3.0,-46.0,-40.0,17.0,2020-04-21,Alaska,2,327,7
2458,-34.0,-15.0,-16.0,-37.0,-46.0,17.0,2020-04-21,Arizona,4,5251,213
2459,-15.0,1.0,85.0,-16.0,-35.0,11.0,2020-04-21,Arkansas,5,2262,43
2460,-53.0,-17.0,-25.0,-52.0,-51.0,21.0,2020-04-21,California,6,35844,1316
2461,-38.0,-19.0,10.0,-52.0,-52.0,21.0,2020-04-21,Colorado,8,10447,484
2462,-46.0,-25.0,-28.0,-55.0,-52.0,24.0,2020-04-21,Connecticut,9,20360,1423
2463,-38.0,-19.0,-13.0,-51.0,-48.0,20.0,2020-04-21,Delaware,10,2931,82
2464,-63.0,-33.0,-61.0,-78.0,-69.0,28.0,2020-04-21,District of Columbia,11,3098,112
2465,-41.0,-20.0,-43.0,-53.0,-46.0,19.0,2020-04-21,Florida,12,27861,866
2466,-30.0,-9.0,6.0,-47.0,-46.0,19.0,2020-04-21,Georgia,13,19189,810
2467,-52.0,-30.0,-66.0,-67.0,-49.0,23.0,2020-04-21,Hawaii,15,580,12
2468,-23.0,-1.0,109.0,-21.0,-42.0,14.0,2020-04-21,Idaho,16,1766,51
2469,-38.0,-12.0,0.0,-51.0,-51.0,20.0,2020-04-21,Illinois,17,33059,1479
2470,-27.0,-7.0,42.0,-21.0,-45.0,17.0,2020-04-21,Indiana,18,12214,731
2471,-32.0,1.0,107.0,-18.0,-41.0,16.0,2020-04-21,Iowa,19,3641,83
2472,-27.0,-10.0,132.0,-20.0,-44.0,16.0,2020-04-21,Kansas,20,2114,107
2473,-26.0,-3.0,53.0,-26.0,-44.0,16.0,2020-04-21,Kentucky,21,3193,172
2474,-26.0,-4.0,-5.0,-37.0,-41.0,15.0,2020-04-21,Louisiana,22,24854,1405
2475,-37.0,-15.0,10.0,-46.0,-45.0,18.0,2020-04-21,Maine,23,888,36
2476,-39.0,-21.0,1.0,-56.0,-55.0,24.0,2020-04-21,Maryland,24,14261,652
2477,-50.0,-29.0,-28.0,-72.0,-59.0,26.0,2020-04-21,Massachusetts,25,41199,1961
2478,-49.0,-20.0,-11.0,-53.0,-60.0,25.0,2020-04-21,Michigan,26,32936,2698
2479,-36.0,-12.0,48.0,-53.0,-48.0,21.0,2020-04-21,Minnesota,27,2567,160
2480,-15.0,0.0,16.0,-18.0,-37.0,13.0,2020-04-21,Mississippi,28,4716,183
2481,-28.0,-5.0,82.0,-28.0,-46.0,16.0,2020-04-21,Missouri,29,5941,221
2482,-31.0,1.0,93.0,-24.0,-39.0,12.0,2020-04-21,Montana,30,437,12
2483,-25.0,-7.0,97.0,-12.0,-40.0,16.0,2020-04-21,Nebraska,31,1726,38
2484,-39.0,-14.0,-32.0,-50.0,-52.0,20.0,2020-04-21,Nevada,32,3937,163
2485,-38.0,-17.0,-5.0,-49.0,-48.0,21.0,2020-04-21,New Hampshire,33,1491,42
2486,-60.0,-25.0,-33.0,-69.0,-60.0,27.0,2020-04-21,New Jersey,34,92387,4753
2487,-30.0,-6.0,-3.0,-26.0,-45.0,17.0,2020-04-21,New Mexico,35,2072,65
2488,-63.0,-27.0,-43.0,-71.0,-60.0,27.0,2020-04-21,New York,36,255932,19040
2489,-29.0,-7.0,29.0,-41.0,-43.0,16.0,2020-04-21,North Carolina,37,6951,217
2490,-34.0,-11.0,44.0,-25.0,-36.0,17.0,2020-04-21,North Dakota,38,644,13
2491,-33.0,-12.0,30.0,-28.0,-47.0,18.0,2020-04-21,Ohio,39,13725,557
2492,-21.0,-2.0,59.0,-16.0,-40.0,14.0,2020-04-21,Oklahoma,40,2807,164
2493,-35.0,-11.0,27.0,-41.0,-47.0,17.0,2020-04-21,Oregon,41,2002,78
2494,-44.0,-22.0,-23.0,-55.0,-52.0,22.0,2020-04-21,Pennsylvania,42,35384,1620
2495,-43.0,-24.0,-23.0,-68.0,-51.0,23.0,2020-04-21,Rhode Island,44,5500,171
2496,-25.0,-4.0,-6.0,-23.0,-40.0,15.0,2020-04-21,South Carolina,45,4608,135
2497,-27.0,2.0,128.0,-11.0,-38.0,14.0,2020-04-21,South Dakota,46,1755,8
2498,-24.0,-4.0,18.0,-26.0,-41.0,15.0,2020-04-21,Tennessee,47,7317,159
2499,-32.0,-14.0,-9.0,-40.0,-47.0,19.0,2020-04-21,Texas,48,20949,552
2500,-28.0,-10.0,77.0,-42.0,-47.0,18.0,2020-04-21,Utah,49,3301,32
2501,-46.0,-24.0,-14.0,-55.0,-54.0,22.0,2020-04-21,Vermont,50,818,39
2502,-34.0,-12.0,25.0,-48.0,-49.0,20.0,2020-04-21,Virginia,51,9629,325
2503,-37.0,-15.0,14.0,-54.0,-54.0,21.0,2020-04-21,Washington,53,12410,683
2504,-27.0,-7.0,0.0,-23.0,-42.0,14.0,2020-04-21,West Virginia,54,929,26
2505,-39.0,-14.0,52.0,-31.0,-44.0,19.0,2020-04-21,Wisconsin,55,4620,243
2506,-21.0,-2.0,61.0,-7.0,-34.0,12.0,2020-04-21,Wyoming,56,442,6
2507,-23.0,-3.0,13.0,-22.0,-40.0,15.0,2020-04-22,Alabama,1,5610,201
2508,-24.0,-9.0,21.0,-45.0,-40.0,16.0,2020-04-22,Alaska,2,333,7
2509,-34.0,-14.0,-16.0,-36.0,-47.0,17.0,2020-04-22,Arizona,4,5459,236
2510,-25.0,-8.0,-11.0,-23.0,-36.0,15.0,2020-04-22,Arkansas,5,2392,44
2511,-53.0,-16.0,-25.0,-52.0,-51.0,22.0,2020-04-22,California,6,37573,1425
2512,-38.0,-18.0,19.0,-52.0,-53.0,20.0,2020-04-22,Colorado,8,10878,526
2513,-40.0,-17.0,5.0,-51.0,-52.0,22.0,2020-04-22,Connecticut,9,22469,1544
2514,-35.0,-15.0,0.0,-44.0,-48.0,19.0,2020-04-22,Delaware,10,3200,89
2515,-61.0,-31.0,-57.0,-77.0,-70.0,28.0,2020-04-22,District of Columbia,11,3206,127
2516,-41.0,-20.0,-40.0,-54.0,-46.0,19.0,2020-04-22,Florida,12,28301,926
2517,-30.0,-11.0,11.0,-46.0,-47.0,18.0,2020-04-22,Georgia,13,20099,837
2518,-51.0,-30.0,-61.0,-68.0,-48.0,23.0,2020-04-22,Hawaii,15,586,12
2519,-25.0,-3.0,52.0,-22.0,-41.0,15.0,2020-04-22,Idaho,16,1802,54
2520,-40.0,-12.0,-10.0,-51.0,-51.0,21.0,2020-04-22,Illinois,17,35108,1577
2521,-28.0,-8.0,71.0,-21.0,-46.0,17.0,2020-04-22,Indiana,18,12575,764
2522,-31.0,3.0,115.0,-15.0,-40.0,15.0,2020-04-22,Iowa,19,3764,90
2523,-33.0,-7.0,15.0,-26.0,-44.0,18.0,2020-04-22,Kansas,20,2291,111
2524,-26.0,-2.0,74.0,-26.0,-45.0,15.0,2020-04-22,Kentucky,21,3373,185
2525,-30.0,-9.0,-11.0,-37.0,-42.0,16.0,2020-04-22,Louisiana,22,25317,1532
2526,-39.0,-14.0,-5.0,-44.0,-45.0,18.0,2020-04-22,Maine,23,907,39
2527,-36.0,-18.0,19.0,-54.0,-55.0,24.0,2020-04-22,Maryland,24,14842,698
2528,-47.0,-24.0,-18.0,-71.0,-59.0,26.0,2020-04-22,Massachusetts,25,42944,2182
2529,-48.0,-19.0,-9.0,-53.0,-59.0,25.0,2020-04-22,Michigan,26,33973,2813
2530,-33.0,-9.0,134.0,-49.0,-49.0,19.0,2020-04-22,Minnesota,27,2721,179
2531,-18.0,-2.0,-5.0,-21.0,-38.0,14.0,2020-04-22,Mississippi,28,4894,193
2532,-28.0,-7.0,-1.0,-26.0,-44.0,15.0,2020-04-22,Missouri,29,6137,236
2533,-32.0,-2.0,49.0,-26.0,-38.0,13.0,2020-04-22,Montana,30,439,14
2534,-25.0,-2.0,76.0,-12.0,-40.0,15.0,2020-04-22,Nebraska,31,1826,42
2535,-39.0,-12.0,-29.0,-48.0,-52.0,20.0,2020-04-22,Nevada,32,4081,187
2536,-35.0,-15.0,-5.0,-51.0,-48.0,21.0,2020-04-22,New Hampshire,33,1588,48
2537,-56.0,-20.0,-18.0,-66.0,-59.0,26.0,2020-04-22,New Jersey,34,95865,5063
2538,-31.0,-7.0,-6.0,-26.0,-45.0,18.0,2020-04-22,New Mexico,35,2210,71
2539,-60.0,-19.0,-28.0,-68.0,-59.0,26.0,2020-04-22,New York,36,261591,19647
2540,-29.0,-8.0,22.0,-42.0,-44.0,16.0,2020-04-22,North Carolina,37,7220,242
2541,-32.0,-9.0,74.0,-22.0,-36.0,15.0,2020-04-22,North Dakota,38,679,14
2542,-32.0,-11.0,59.0,-27.0,-47.0,18.0,2020-04-22,Ohio,39,14117,610
2543,-28.0,-9.0,-15.0,-21.0,-42.0,17.0,2020-04-22,Oklahoma,40,2894,169
2544,-38.0,-13.0,-13.0,-46.0,-48.0,18.0,2020-04-22,Oregon,41,2059,78
2545,-41.0,-16.0,3.0,-52.0,-51.0,21.0,2020-04-22,Pennsylvania,42,36763,1720
2546,-38.0,-16.0,-2.0,-65.0,-51.0,21.0,2020-04-22,Rhode Island,44,5841,181
2547,-25.0,-5.0,-11.0,-22.0,-41.0,15.0,2020-04-22,South Carolina,45,4761,140
2548,-25.0,1.0,123.0,-12.0,-38.0,14.0,2020-04-22,South Dakota,46,1858,9
2549,-26.0,-5.0,10.0,-29.0,-41.0,15.0,2020-04-22,Tennessee,47,7681,169
2550,-34.0,-13.0,-20.0,-41.0,-46.0,20.0,2020-04-22,Texas,48,21769,571
2551,-27.0,-8.0,67.0,-40.0,-47.0,17.0,2020-04-22,Utah,49,3451,34
2552,-46.0,-25.0,-26.0,-53.0,-54.0,23.0,2020-04-22,Vermont,50,823,39
2553,-32.0,-11.0,32.0,-45.0,-49.0,19.0,2020-04-22,Virginia,51,10265,349
2554,-40.0,-14.0,-23.0,-57.0,-55.0,22.0,2020-04-22,Washington,53,12606,696
2555,-27.0,-10.0,20.0,-18.0,-42.0,13.0,2020-04-22,West Virginia,54,939,29
2556,-39.0,-14.0,47.0,-32.0,-44.0,19.0,2020-04-22,Wisconsin,55,4845,247
2557,-24.0,-4.0,39.0,-9.0,-35.0,13.0,2020-04-22,Wyoming,56,447,6
2558,-35.0,-13.0,-31.0,-33.0,-42.0,20.0,2020-04-23,Alabama,1,5832,197
2559,-27.0,-8.0,26.0,-44.0,-40.0,16.0,2020-04-23,Alaska,2,335,7
2560,-34.0,-13.0,-15.0,-39.0,-47.0,17.0,2020-04-23,Arizona,4,5769,257
2561,-18.0,3.0,46.0,-20.0,-35.0,12.0,2020-04-23,Arkansas,5,2599,45
2562,-53.0,-15.0,-28.0,-52.0,-51.0,22.0,2020-04-23,California,6,39534,1548
2563,-39.0,-18.0,13.0,-53.0,-53.0,21.0,2020-04-23,Colorado,8,11262,557
2564,-41.0,-18.0,1.0,-52.0,-51.0,22.0,2020-04-23,Connecticut,9,23100,1639
2565,-38.0,-18.0,-17.0,-49.0,-49.0,21.0,2020-04-23,Delaware,10,3308,92
2566,-65.0,-36.0,-69.0,-78.0,-70.0,30.0,2020-04-23,District of Columbia,11,3361,139
2567,-43.0,-21.0,-47.0,-55.0,-47.0,20.0,2020-04-23,Florida,12,29640,986
2568,-40.0,-19.0,-50.0,-53.0,-49.0,23.0,2020-04-23,Georgia,13,20905,871
2569,-52.0,-30.0,-65.0,-69.0,-48.0,23.0,2020-04-23,Hawaii,15,590,12
2570,-29.0,-6.0,30.0,-25.0,-42.0,16.0,2020-04-23,Idaho,16,1836,54
2571,-41.0,-10.0,-12.0,-52.0,-50.0,22.0,2020-04-23,Illinois,17,36935,1696
2572,-34.0,-10.0,1.0,-28.0,-46.0,20.0,2020-04-23,Indiana,18,13196,811
2573,-32.0,-4.0,124.0,-19.0,-41.0,16.0,2020-04-23,Iowa,19,3939,96
2574,-31.0,-9.0,121.0,-22.0,-44.0,17.0,2020-04-23,Kansas,20,2626,112
2575,-36.0,-12.0,-22.0,-36.0,-46.0,19.0,2020-04-23,Kentucky,21,3548,194
2576,-33.0,-7.0,-27.0,-42.0,-43.0,18.0,2020-04-23,Louisiana,22,25798,1599
2577,-35.0,-9.0,52.0,-44.0,-44.0,17.0,2020-04-23,Maine,23,937,44
2578,-40.0,-21.0,-18.0,-58.0,-55.0,25.0,2020-04-23,Maryland,24,15805,748
